Date,State,County,Operation Type,Birds Impacted
09/13/2022,Minnesota,Stearns,Commercial Turkey Meat Bird,100000
09/13/2022,Minnesota,Brown,Commercial Turkey Meat Bird,0
09/13/2022,Minnesota,Freeborn,WOAH Non-Poultry,0
09/13/2022,Michigan,Ingham,WOAH Poultry,0
09/12/2022,Idaho,Twin Falls,WOAH Non-Poultry,0
09/09/2022,California,Fresno,Commercial Broiler Breeder,0
09/09/2022,Minnesota,Becker,Commercial Turkey Breeder Hens,0
09/09/2022,California,El Dorado,WOAH Non-Poultry,0
09/08/2022,Minnesota,Meeker,Commercial Turkey Meat Bird,0
09/07/2022,Minnesota,Morrison,Commercial Turkey Meat Bird,100000
09/03/2022,Ohio,Defiance,Commercial Table Egg Layer,3700000
09/03/2022,Ohio,Ashland,WOAH Non-Poultry,0
09/02/2022,Wisconsin,Washington,WOAH Poultry,0
09/01/2022,California,Fresno,Commercial Broiler Breeder,0
09/01/2022,California,Tuolumne,Commercial Turkey Meat Bird,0
09/01/2022,Minnesota,Hennepin,WOAH Non-Poultry,0
09/01/2022,California,Sacramento,WOAH Non-Poultry,0
09/01/2022,North Dakota,Cass,WOAH Non-Poultry,0
09/01/2022,Indiana,Elkhart,WOAH Poultry,0
08/30/2022,California,Tuolumne,Commercial Turkey Meat Bird,100000
08/30/2022,California,Sacramento,Commercial Turkey Meat Bird,100000
08/30/2022,California,Tuolumne,Commercial Turkey Meat Bird,0
08/30/2022,Minnesota,Meeker,Commercial Turkey Meat Bird,100000
08/30/2022,Minnesota,Meeker,Commercial Turkey Meat Bird,100000
08/29/2022,Virginia,Caroline,WOAH Non-Poultry,0
08/26/2022,California,Fresno,Commercial Broiler Breeder,0
08/26/2022,California,Tuolumne,Commercial Turkey Meat Bird,200000
08/26/2022,Washington,Cowlitz,WOAH Non-Poultry,0
08/25/2022,Washington,Pierce,WOAH Non-Poultry,0
08/24/2022,Utah,Weber,WOAH Non-Poultry,0
08/23/2022,California,Contra Costa,WOAH Non-Poultry,0
08/22/2022,California,Fresno,Commercial Broiler Breeder,0
08/22/2022,Georgia,Henry,WOAH Non-Poultry,0
08/19/2022,Washington,Kitsap,WOAH Non-Poultry,0
08/18/2022,Washington,Walla Walla,WOAH Non-Poultry,0
08/16/2022,California,Butte,WOAH Non-Poultry,0
08/16/2022,Florida,Osceola,WOAH Non-Poultry,0
08/11/2022,Pennsylvania,Northampton,WOAH Poultry,0
08/10/2022,California,Sacramento,WOAH Non-Poultry,0
08/02/2022,Alaska,Bethel,WOAH Non-Poultry,0
07/28/2022,Oregon,Coos,WOAH Non-Poultry,0
07/26/2022,Utah,Sanpete,Commercial Turkey Meat Bird,0
07/26/2022,Montana,Flathead,WOAH Non-Poultry,0
07/26/2022,Washington,Jefferson,WOAH Non-Poultry,0
07/22/2022,Oregon,Deschutes,WOAH Non-Poultry,0
07/22/2022,Oregon,Deschutes,WOAH Non-Poultry,0
07/21/2022,Florida,Seminole,WOAH Non-Poultry,0
07/21/2022,Oregon,Deschutes,WOAH Poultry,0
07/19/2022,Utah,Sanpete,Commercial Turkey Meat Bird,0
07/19/2022,Washington,Snohomish,WOAH Poultry,0
07/19/2022,Oregon,Deschutes,WOAH Poultry,0
07/15/2022,Oregon,Deschutes,WOAH Poultry,0
07/14/2022,Utah,Sanpete,Commercial Turkey Meat Bird,0
07/12/2022,Oregon,Deschutes,WOAH Poultry,0
07/07/2022,Nevada,Carson City,WOAH Non-Poultry,0
07/06/2022,Oregon,Linn,WOAH Non-Poultry,0
07/06/2022,Washington,Jefferson,WOAH Non-Poultry,0
07/01/2022,Washington,Kitsap,WOAH Non-Poultry,0
07/01/2022,Utah,Salt Lake,WOAH Non-Poultry,0
07/01/2022,Washington,King,WOAH Poultry,0
06/29/2022,Maine,Cumberland,WOAH Non-Poultry,0
06/29/2022,Washington,Yakima,WOAH Non-Poultry,0
06/24/2022,Washington,Pierce,WOAH Non-Poultry,0
06/22/2022,Washington,Snohomish,WOAH Non-Poultry,0
06/22/2022,Washington,King,WOAH Non-Poultry,0
06/22/2022,Washington,King,WOAH Non-Poultry,0
06/22/2022,Washington,Yakima,WOAH Non-Poultry,0
06/14/2022,Washington,Yakima,WOAH Non-Poultry,0
06/13/2022,Utah,Salt Lake,WOAH Non-Poultry,0
06/09/2022,Colorado,Weld,Commercial Table Egg Pullets,200000
06/09/2022,Washington,Yakima,WOAH Non-Poultry,0
06/09/2022,Washington,Snohomish,WOAH Non-Poultry,0
06/09/2022,Washington,Snohomish,WOAH Non-Poultry,0
06/09/2022,Indiana,Allen,WOAH Non-Poultry,0
06/08/2022,Oregon,Polk,WOAH Non-Poultry,0
06/07/2022,Colorado,Weld,Commercial Table Egg Layer,1900000
06/07/2022,Washington,King,WOAH Poultry,0
06/07/2022,Indiana,Allen,WOAH Poultry,0
06/06/2022,North Dakota,Mchenry,WOAH Poultry,0
06/02/2022,Pennsylvania,Berks,Commercial Duck Meat Bird,0
06/02/2022,Washington,Snohomish,WOAH Non-Poultry,0
06/01/2022,Georgia,Toombs,WOAH Non-Poultry,0
05/31/2022,Minnesota,Becker,WOAH Non-Poultry,0
05/27/2022,Washington,Snohomish,WOAH Non-Poultry,0
05/25/2022,Washington,King,WOAH Non-Poultry,0
05/24/2022,Idaho,Ada,WOAH Non-Poultry,0
05/24/2022,Washington,King,WOAH Non-Poultry,0
05/24/2022,Washington,King,WOAH Non-Poultry,0
05/23/2022,Pennsylvania,Berks,Commercial Duck Breeder,0
05/23/2022,Wisconsin,Bayfield,WOAH Non-Poultry,0
05/21/2022,Minnesota,Dakota,Commercial Turkey Meat Bird,100000
05/20/2022,Minnesota,Polk,WOAH Non-Poultry,0
05/20/2022,Idaho,Ada,WOAH Non-Poultry,0
05/20/2022,Wyoming,Campbell,WOAH Non-Poultry,0
05/20/2022,South Dakota,Codington,WOAH Poultry,0
05/19/2022,Colorado,Jefferson,WOAH Non-Poultry,0
05/19/2022,Indiana,Allen,WOAH Non-Poultry,0
05/19/2022,Idaho,Ada,WOAH Non-Poultry,0
05/19/2022,Idaho,Canyon,WOAH Non-Poultry,0
05/19/2022,Idaho,Canyon,WOAH Non-Poultry,0
05/19/2022,Idaho,Ada,WOAH Poultry,0
05/18/2022,Pennsylvania,Berks,Commercial Duck Breeder,0
05/18/2022,Minnesota,Kandiyohi,Commercial Turkey Breeder Toms,0
05/18/2022,Idaho,Ada,WOAH Non-Poultry,0
05/18/2022,Idaho,Canyon,WOAH Non-Poultry,0
05/18/2022,Minnesota,Clay,WOAH Non-Poultry,0
05/18/2022,Idaho,Canyon,WOAH Poultry,0
05/18/2022,Idaho,Canyon,WOAH Poultry,0
05/17/2022,Pennsylvania,Berks,Commercial Table Egg Layer,100000
05/17/2022,Idaho,Ada,WOAH Non-Poultry,0
05/17/2022,Illinois,Boone,WOAH Non-Poultry,0
05/17/2022,Idaho,Canyon,WOAH Non-Poultry,0
05/17/2022,North Dakota,Burke,WOAH Non-Poultry,0
05/17/2022,Washington,Thurston,WOAH Non-Poultry,0
05/17/2022,Utah,Salt Lake,WOAH Non-Poultry,0
05/17/2022,Idaho,Canyon,WOAH Poultry,0
05/17/2022,Idaho,Ada,WOAH Poultry,0
05/17/2022,Oregon,Lane,WOAH Poultry,0
05/17/2022,Idaho,Canyon,WOAH Poultry,0
05/17/2022,New Jersey,Monmouth,WOAH Poultry,0
05/16/2022,Wisconsin,Dunn,WOAH Non-Poultry,0
05/14/2022,Pennsylvania,Berks,Commercial Table Egg Breeder,100000
05/13/2022,Wisconsin,Barron,Commercial Turkey Meat Bird,0
05/13/2022,Idaho,Ada,WOAH Non-Poultry,0
05/13/2022,Wyoming,Lincoln,WOAH Non-Poultry,0
05/13/2022,Wisconsin,Marinette,WOAH Non-Poultry,0
05/13/2022,Wyoming,Sheridan,WOAH Non-Poultry,0
05/13/2022,Idaho,Canyon,WOAH Non-Poultry,0
05/12/2022,Washington,Okanogan,WOAH Non-Poultry,0
05/12/2022,Washington,Whatcom,WOAH Non-Poultry,0
05/12/2022,Minnesota,Chisago,WOAH Non-Poultry,0
05/12/2022,Minnesota,Grant,WOAH Non-Poultry,0
05/12/2022,Idaho,Ada,WOAH Non-Poultry,0
05/11/2022,Washington,Clallam,WOAH Non-Poultry,0
05/11/2022,Washington,Clallam,WOAH Non-Poultry,0
05/11/2022,Washington,Pierce,WOAH Non-Poultry,0
05/11/2022,Utah,Cache,WOAH Non-Poultry,0
05/11/2022,Idaho,Ada,WOAH Non-Poultry,0
05/11/2022,Minnesota,Chisago,WOAH Poultry,0
05/10/2022,Pennsylvania,Berks,Commercial Duck Breeder,0
05/10/2022,Pennsylvania,Berks,Commercial Duck Meat Bird,0
05/10/2022,Pennsylvania,Lancaster,Commercial Table Egg Layer,100000
05/10/2022,Michigan,Muskegon,Commercial Turkey Meat Bird,0
05/10/2022,Washington,Pierce,WOAH Non-Poultry,0
05/10/2022,Minnesota,Todd,WOAH Non-Poultry,0
05/10/2022,Idaho,Ada,WOAH Poultry,0
05/10/2022,Minnesota,Crow Wing,WOAH Poultry,0
05/09/2022,Idaho,Canyon,WOAH Poultry,0
05/07/2022,Wisconsin,Barron,Commercial Turkey Meat Bird,0
05/07/2022,Washington,Spokane,WOAH Non-Poultry,0
05/06/2022,Montana,Fergus,WOAH Non-Poultry,0
05/06/2022,Minnesota,Anoka,WOAH Non-Poultry,0
05/06/2022,Michigan,Oakland,WOAH Non-Poultry,0
05/05/2022,Oregon,Linn,WOAH Non-Poultry,0
05/05/2022,Wisconsin,Pierce,WOAH Non-Poultry,0
05/05/2022,Washington,Pacific,WOAH Poultry,0
05/04/2022,South Dakota,Hamlin,WOAH Non-Poultry,0
05/04/2022,Iowa,Bremer,WOAH Non-Poultry,0
05/04/2022,Minnesota,Carver,WOAH Non-Poultry,0
05/04/2022,South Dakota,Day,WOAH Poultry,0
05/03/2022,Pennsylvania,Berks,Commercial Duck Breeder,0
05/03/2022,Pennsylvania,Berks,Commercial Duck Meat Bird,100000
05/03/2022,Minnesota,Lyon,Commercial Turkey Meat Bird,100000
05/03/2022,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
05/03/2022,Wisconsin,Barron,Commercial Turkey Meat Bird,0
05/03/2022,Wisconsin,Barron,Commercial Turkey Meat Bird,0
05/03/2022,Illinois,Kane,WOAH Non-Poultry,0
05/03/2022,Minnesota,Chisago,WOAH Non-Poultry,0
05/03/2022,Wisconsin,Sauk,WOAH Non-Poultry,0
05/03/2022,Wisconsin,Fond Du Lac,WOAH Non-Poultry,0
05/03/2022,Wisconsin,Polk,WOAH Non-Poultry,0
04/30/2022,Oklahoma,Sequoyah,Commercial Broiler Breeder,0
04/30/2022,Michigan,Branch,WOAH Non-Poultry,0
04/30/2022,Minnesota,Morrison,WOAH Non-Poultry,0
04/30/2022,Minnesota,Chisago,WOAH Non-Poultry,0
04/30/2022,Minnesota,Chisago,WOAH Non-Poultry,0
04/29/2022,Pennsylvania,Lancaster,Commercial Duck Meat Bird,0
04/29/2022,Colorado,Weld,Commercial Table Egg Layer,1400000
04/29/2022,Minnesota,Stearns,Commercial Turkey Breeder Hens,0
04/29/2022,Montana,Fergus,WOAH Non-Poultry,0
04/29/2022,Montana,Gallatin,WOAH Non-Poultry,0
04/29/2022,Montana,Pondera,WOAH Non-Poultry,0
04/29/2022,Nebraska,Washington,WOAH Non-Poultry,0
04/29/2022,Wisconsin,Oconto,WOAH Non-Poultry,0
04/29/2022,Alaska,Matanuska Susitna,WOAH Non-Poultry,0
04/29/2022,Wisconsin,Barron,WOAH Non-Poultry,0
04/28/2022,Wisconsin,Barron,Commercial Turkey Meat Bird,100000
04/28/2022,Indiana,Johnson,WOAH Non-Poultry,0
04/28/2022,Minnesota,Swift,WOAH Non-Poultry,0
04/28/2022,Vermont,Caledonia,WOAH Non-Poultry,0
04/28/2022,Minnesota,Carver,WOAH Non-Poultry,0
04/28/2022,Michigan,Wexford,WOAH Poultry,0
04/27/2022,Pennsylvania,Lancaster,Commercial Broiler Breeder Pullets,0
04/27/2022,Nebraska,Knox,Commercial Table Egg Layer,2100000
04/27/2022,Michigan,Saginaw,WOAH Non-Poultry,0
04/27/2022,Kansas,Republic,WOAH Poultry,0
04/26/2022,Pennsylvania,Lancaster,Commercial Table Egg Layer,300000
04/26/2022,Montana,Missoula,WOAH Non-Poultry,0
04/26/2022,Iowa,Kossuth,WOAH Non-Poultry,0
04/26/2022,North Dakota,Richland,WOAH Poultry,0
04/25/2022,Utah,Cache,Commercial Table Egg Layer,1500000
04/25/2022,Minnesota,Stearns,Commercial Turkey Meat Bird,0
04/25/2022,Michigan,Menominee,WOAH Non-Poultry,0
04/25/2022,Minnesota,Rice,WOAH Non-Poultry,0
04/23/2022,Wisconsin,Polk,WOAH Non-Poultry,0
04/22/2022,Pennsylvania,Lancaster,Commercial Broiler Production,100000
04/22/2022,Minnesota,Otter Tail,Commercial Turkey Meat Bird,0
04/22/2022,Minnesota,Yellow Medicine,Commercial Turkey Meat Bird,0
04/22/2022,Minnesota,Swift,Commercial Turkey Meat Bird,100000
04/21/2022,Minnesota,Todd,Commercial Turkey Meat Bird,0
04/21/2022,North Dakota,Richland,Commercial Turkey Meat Bird,0
04/21/2022,Minnesota,Morrison,Commercial Turkey Meat Bird,0
04/21/2022,Iowa,Bremer,Commercial Turkey Meat Bird,0
04/21/2022,Minnesota,Todd,Commercial Turkey Meat Bird,0
04/21/2022,North Dakota,Renville,WOAH Non-Poultry,0
04/20/2022,Indiana,Elkhart,Commercial Duck Meat Bird,0
04/20/2022,Pennsylvania,Lancaster,Commercial Table Egg Layer,900000
04/20/2022,Pennsylvania,Lancaster,Commercial Table Egg Layer,1100000
04/20/2022,Minnesota,Stearns,Commercial Turkey Meat Bird,100000
04/20/2022,Minnesota,Todd,Commercial Turkey Meat Bird,0
04/20/2022,Minnesota,Todd,Commercial Turkey Meat Bird,0
04/20/2022,Minnesota,Stearns,Commercial Turkey Meat Bird,100000
04/20/2022,Idaho,Madison,WOAH Poultry,0
04/20/2022,Montana,Glacier,WOAH Poultry,100000
04/19/2022,Colorado,Montrose,Commercial Broiler Breeder,100000
04/19/2022,Minnesota,Swift,Commercial Turkey Meat Bird,0
04/19/2022,Minnesota,Morrison,Commercial Turkey Meat Bird,0
04/19/2022,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,0
04/19/2022,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,0
04/19/2022,Minnesota,Meeker,Commercial Turkey Meat Bird,100000
04/19/2022,Minnesota,Morrison,Commercial Turkey Meat Bird,100000
04/19/2022,Minnesota,Otter Tail,Commercial Turkey Meat Bird,0
04/19/2022,Minnesota,Morrison,Commercial Turkey Meat Bird,0
04/19/2022,Idaho,Gooding,WOAH Non-Poultry,0
04/19/2022,Colorado,La Plata,WOAH Poultry,0
04/19/2022,North Dakota,Stutsman,WOAH Poultry,0
04/16/2022,Michigan,Menominee,WOAH Non-Poultry,0
04/15/2022,Pennsylvania,Lancaster,Commercial Table Egg Layer,1400000
04/15/2022,Wisconsin,Polk,Commercial Turkey Meat Bird,0
04/15/2022,Michigan,Macomb,WOAH Non-Poultry,0
04/15/2022,Michigan,Livingston,WOAH Non-Poultry,0
04/15/2022,Utah,Utah,WOAH Non-Poultry,0
04/14/2022,Indiana,Elkhart,Commercial Duck Breeder,0
04/14/2022,Minnesota,Blue Earth,Commercial Turkey Meat Bird,0
04/14/2022,Minnesota,Meeker,Commercial Turkey Meat Bird,100000
04/14/2022,North Dakota,Lamoure,WOAH Non-Poultry,0
04/14/2022,Wisconsin,Columbia,WOAH Non-Poultry,0
04/14/2022,Wisconsin,Sheboygan,WOAH Non-Poultry,0
04/14/2022,Idaho,Caribou,WOAH Non-Poultry,0
04/14/2022,Idaho,Gooding,WOAH Poultry,0
04/13/2022,Kansas,Mcpherson,Commercial Turkey Breeder Hens,0
04/13/2022,Minnesota,Otter Tail,Commercial Turkey Meat Bird,0
04/13/2022,Minnesota,Blue Earth,Commercial Turkey Meat Bird,0
04/13/2022,Minnesota,Waseca,Commercial Turkey Meat Bird,0
04/13/2022,South Dakota,Deuel,Commercial Upland Gamebird Producer,0
04/13/2022,Minnesota,Benton,WOAH Non-Poultry,0
04/13/2022,Michigan,Menominee,WOAH Poultry,0
04/13/2022,North Dakota,Barnes,WOAH Poultry,0
04/12/2022,North Carolina,Wayne,Commercial Broiler Production,100000
04/12/2022,Minnesota,Morrison,Commercial Broiler Production,0
04/12/2022,Nebraska,Dixon,Commercial Table Egg Layer,1700000
04/12/2022,Minnesota,Morrison,Commercial Table Egg Layer,200000
04/12/2022,Wisconsin,Barron,Commercial Turkey Meat Bird,0
04/12/2022,Minnesota,Yellow Medicine,Commercial Turkey Meat Bird,0
04/12/2022,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,0
04/12/2022,Minnesota,Morrison,Commercial Turkey Meat Bird,0
04/12/2022,North Dakota,Sheridan,WOAH Non-Poultry,0
04/12/2022,Montana,Toole,WOAH Non-Poultry,0
04/12/2022,Minnesota,Benton,WOAH Non-Poultry,0
04/11/2022,Michigan,Menominee,WOAH Non-Poultry,0
04/09/2022,Minnesota,Le Sueur,Commercial Turkey Meat Bird,0
04/09/2022,Minnesota,Stearns,Commercial Turkey Meat Bird,0
04/09/2022,Minnesota,Swift,Commercial Turkey Meat Bird,100000
04/09/2022,South Dakota,Yankton,Commercial Turkey Meat Bird,100000
04/08/2022,Indiana,Elkhart,Commercial Duck Breeder,0
04/08/2022,South Dakota,Edmunds,Commercial Turkey Meat Bird,0
04/08/2022,Minnesota,Renville,Commercial Turkey Meat Bird,100000
04/08/2022,Minnesota,Otter Tail,Commercial Turkey Meat Bird,0
04/08/2022,South Dakota,Clark,Commercial Turkey Meat Bird,0
04/08/2022,North Dakota,Stutsman,WOAH Poultry,0
04/08/2022,Colorado,Pitkin,WOAH Poultry,0
04/07/2022,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,0
04/07/2022,North Carolina,Wayne,Commercial Turkey Meat Bird,0
04/07/2022,Montana,Judith Basin,WOAH Non-Poultry,0
04/07/2022,Montana,Cascade,WOAH Poultry,0
04/07/2022,Wisconsin,Racine,WOAH Poultry,0
04/06/2022,North Carolina,Wayne,Commercial Broiler Production,100000
04/06/2022,North Carolina,Wayne,Commercial Broiler Production,200000
04/06/2022,South Dakota,Mcpherson,Commercial Turkey Meat Bird,0
04/06/2022,Minnesota,Waseca,Commercial Turkey Meat Bird,0
04/06/2022,Missouri,Dade,Commercial Turkey Meat Bird,0
04/06/2022,Wyoming,Park,WOAH Non-Poultry,0
04/06/2022,New York,Fulton,WOAH Non-Poultry,0
04/05/2022,South Dakota,Clark,Commercial Turkey Meat Bird,0
04/05/2022,Missouri,Lawrence,Commercial Turkey Meat Bird,0
04/05/2022,North Carolina,Wayne,Commercial Turkey Meat Bird,0
04/05/2022,Minnesota,Big Stone,Commercial Turkey Meat Bird,0
04/05/2022,Iowa,Hardin,Commercial Turkey Meat Bird,0
04/05/2022,Minnesota,Stearns,Commercial Turkey Meat Bird,0
04/05/2022,Minnesota,Waseca,Commercial Turkey Meat Bird,0
04/05/2022,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
04/05/2022,Minnesota,Meeker,Commercial Turkey Meat Bird,100000
04/05/2022,Minnesota,Morrison,Commercial Turkey Meat Bird,0
04/05/2022,Minnesota,Morrison,Commercial Turkey Meat Bird,100000
04/05/2022,South Dakota,Spink,Commercial Turkey Meat Bird,0
04/05/2022,South Dakota,Faulk,Commercial Turkey Meat Bird,0
04/05/2022,North Dakota,Cass,WOAH Non-Poultry,0
04/05/2022,Maine,Waldo,WOAH Non-Poultry,0
04/05/2022,Nebraska,Scotts Bluff,WOAH Non-Poultry,0
04/05/2022,Wyoming,Sheridan,WOAH Non-Poultry,0
04/05/2022,New York,Orleans,WOAH Poultry,0
04/04/2022,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,0
04/04/2022,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,0
04/04/2022,Minnesota,Becker,Commercial Turkey Meat Bird,0
04/04/2022,North Dakota,Lamoure,Commercial Turkey Meat Bird,100000
04/04/2022,Minnesota,Morrison,Commercial Turkey Meat Bird,0
04/04/2022,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,0
04/04/2022,South Dakota,Mcpherson,Commercial Turkey Meat Bird,100000
04/04/2022,Iowa,Hamilton,Commercial Turkey Poult Supplier,0
04/03/2022,Minnesota,Dodge,Commercial Turkey Meat Bird,0
04/03/2022,Minnesota,Le Sueur,Commercial Turkey Meat Bird,0
04/03/2022,Texas,Erath,Commercial Upland Gamebird Producer,0
04/02/2022,Iowa,Humboldt,Commercial Table Egg Breeder,0
04/02/2022,North Carolina,Wayne,Commercial Turkey Meat Bird,0
04/02/2022,North Dakota,Lamoure,Commercial Turkey Meat Bird,0
04/02/2022,Minnesota,Stearns,Commercial Turkey Meat Bird,0
04/02/2022,Iowa,Sac,Commercial Turkey Meat Bird,0
04/02/2022,South Dakota,Lake,Commercial Turkey Meat Bird,100000
04/02/2022,South Dakota,Spink,Commercial Turkey Meat Bird,0
04/02/2022,North Carolina,Johnston,Commercial Turkey Meat Bird,0
04/02/2022,North Carolina,Johnston,Commercial Turkey Meat Bird,0
04/01/2022,South Dakota,Edmunds,Commercial Turkey Breeder Replacement Hens,0
04/01/2022,North Dakota,Dickey,Commercial Turkey Meat Bird,100000
04/01/2022,South Dakota,Charles Mix,Commercial Turkey Meat Bird,100000
04/01/2022,Missouri,Jasper,Commercial Turkey Meat Bird,0
04/01/2022,Wisconsin,Rock,WOAH Non-Poultry,0
04/01/2022,Wyoming,Fremont,WOAH Non-Poultry,0
03/31/2022,Iowa,Osceola,Commercial Table Egg Layer,5000000
03/31/2022,South Dakota,Mcpherson,Commercial Turkey Breeder Hens,0
03/31/2022,Iowa,Cherokee,Commercial Turkey Meat Bird,100000
03/31/2022,Minnesota,Morrison,Commercial Turkey Meat Bird,100000
03/31/2022,Illinois,Carroll,WOAH Non-Poultry,0
03/31/2022,Minnesota,Stearns,WOAH Non-Poultry,0
03/31/2022,North Dakota,Dickey,WOAH Poultry,0
03/30/2022,Iowa,Buena Vista,Commercial Turkey Meat Bird,0
03/30/2022,South Dakota,Brule,Commercial Turkey Meat Bird,100000
03/30/2022,Maine,Lincoln,WOAH Non-Poultry,0
03/30/2022,Wyoming,Park,WOAH Non-Poultry,0
03/29/2022,South Dakota,Edmunds,Commercial Turkey Breeder Hens,0
03/29/2022,Minnesota,Lac Qui Parle,Commercial Turkey Meat Bird,0
03/29/2022,South Dakota,Bon Homme,Commercial Turkey Meat Bird,0
03/29/2022,South Dakota,Spink,Commercial Turkey Meat Bird,0
03/29/2022,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,0
03/29/2022,North Carolina,Johnston,Commercial Turkey Meat Bird,0
03/29/2022,Maine,Knox,WOAH Non-Poultry,0
03/29/2022,Massachusetts,Berkshire,WOAH Non-Poultry,0
03/29/2022,Wyoming,Johnson,WOAH Non-Poultry,0
03/29/2022,Ohio,Franklin,WOAH Non-Poultry,0
03/29/2022,North Dakota,Kidder,WOAH Poultry,0
03/29/2022,New York,Monroe,WOAH Poultry,0
03/28/2022,Iowa,Guthrie,Commercial Table Egg Layer,1500000
03/28/2022,Iowa,Hamilton,Commercial Turkey Meat Bird,0
03/27/2022,South Dakota,Hutchinson,Commercial Turkey Meat Bird,0
03/27/2022,South Dakota,Clark,Commercial Turkey Meat Bird,0
03/27/2022,South Dakota,Mcpherson,Commercial Turkey Meat Bird,0
03/26/2022,Minnesota,Stearns,Commercial Turkey Meat Bird,0
03/26/2022,Minnesota,Meeker,Commercial Turkey Meat Bird,300000
03/26/2022,Minnesota,Mower,WOAH Non-Poultry,0
03/26/2022,Maine,Washington,WOAH Non-Poultry,0
03/26/2022,Missouri,Gentry,WOAH Non-Poultry,0
03/26/2022,Nebraska,Holt,WOAH Non-Poultry,0
03/26/2022,South Dakota,Bon Homme,WOAH Non-Poultry,0
03/25/2022,Iowa,Franklin,Commercial Table Egg Pullets,300000
03/25/2022,South Dakota,Hutchinson,Commercial Turkey Meat Bird,0
03/25/2022,Kansas,Mitchell,WOAH Non-Poultry,0
03/25/2022,New York,Suffolk,WOAH Poultry,0
03/24/2022,Nebraska,Butler,Commercial Broiler Production,400000
03/24/2022,Iowa,Buena Vista,Commercial Turkey Meat Bird,100000
03/24/2022,South Dakota,Jerauld,Commercial Turkey Meat Bird,0
03/24/2022,Michigan,Macomb,WOAH Non-Poultry,0
03/23/2022,South Dakota,Kingsbury,Commercial Table Egg Layer,100000
03/23/2022,South Dakota,Edmunds,Commercial Turkey Breeder Hens,0
03/23/2022,South Dakota,Beadle,Commercial Turkey Meat Bird,0
03/23/2022,New York,Suffolk,Commercial Upland Gamebird Producer,0
03/22/2022,Nebraska,Butler,Commercial Broiler Production,600000
03/22/2022,South Dakota,Charles Mix,Commercial Turkey Meat Bird,100000
03/22/2022,South Dakota,Hanson,Commercial Turkey Meat Bird,100000
03/22/2022,South Dakota,Beadle,Commercial Turkey Meat Bird,0
03/22/2022,Maine,Cumberland,WOAH Poultry,0
03/20/2022,South Dakota,Hutchinson,Commercial Turkey Meat Bird,100000
03/20/2022,Iowa,Warren,WOAH Non-Poultry,0
03/19/2022,Maine,York,WOAH Non-Poultry,0
03/19/2022,Maine,Knox,WOAH Non-Poultry,0
03/18/2022,Maryland,Cecil,Commercial Table Egg Pullets,300000
03/18/2022,South Dakota,Hanson,Commercial Turkey Meat Bird,0
03/18/2022,South Dakota,Kingsbury,Commercial Turkey Meat Bird,0
03/18/2022,Kansas,Dickinson,WOAH Poultry,0
03/17/2022,Delaware,Kent,Commercial Broiler Production,100000
03/17/2022,Iowa,Buena Vista,Commercial Table Egg Layer,5300000
03/17/2022,Maine,Lincoln,WOAH Non-Poultry,0
03/17/2022,Kansas,Sedgwick,WOAH Non-Poultry,0
03/16/2022,New Hampshire,Rockingham,WOAH Non-Poultry,0
03/15/2022,Nebraska,Merrick,WOAH Non-Poultry,0
03/15/2022,Missouri,Ralls,WOAH Non-Poultry,0
03/14/2022,Wisconsin,Jefferson,Commercial Table Egg Layer,2800000
03/14/2022,Maine,York,WOAH Non-Poultry,0
03/12/2022,South Dakota,Charles Mix,Commercial Turkey Meat Bird,0
03/12/2022,Maine,Lincoln,WOAH Non-Poultry,0
03/11/2022,Illinois,Mclean,WOAH Non-Poultry,0
03/11/2022,Kansas,Franklin,WOAH Poultry,0
03/10/2022,Iowa,Taylor,Commercial Table Egg Layer,900000
03/10/2022,Maryland,Cecil,Commercial Table Egg Layer,700000
03/09/2022,Missouri,Lawrence,Commercial Turkey Breeder Replacement Hens,0
03/08/2022,Maryland,Queen Anne's,Commercial Broiler Production,100000
03/08/2022,Delaware,New Castle,Commercial Table Egg Pullets,200000
03/08/2022,Missouri,Jasper,Commercial Turkey Meat Bird,0
03/06/2022,Iowa,Buena Vista,Commercial Turkey Meat Bird,0
03/05/2022,South Dakota,Charles Mix,Commercial Turkey Meat Bird,0
03/04/2022,Missouri,Stoddard,Commercial Broiler Production,300000
03/04/2022,Maryland,Cecil,Commercial Table Egg Layer,600000
03/04/2022,Missouri,Bates,WOAH Non-Poultry,0
03/02/2022,Indiana,Dubois,Commercial Turkey Meat Bird,0
03/01/2022,Iowa,Pottawattamie,WOAH Non-Poultry,0
03/01/2022,Connecticut,New London,WOAH Non-Poultry,0
02/24/2022,Indiana,Dubois,Commercial Turkey Meat Bird,0
02/24/2022,New York,Ulster,WOAH Non-Poultry,0
02/24/2022,New York,Dutchess,WOAH Non-Poultry,0
02/23/2022,Indiana,Greene,Commercial Turkey Meat Bird,0
