Date,State,County,Species,Strain
02/04/2026,Pennsylvania,Philadelphia,Cooper's hawk,EA H5
02/04/2026,Texas,Randall,Duck (unidentified),EA H5
02/03/2026,Texas,Randall,Goose (unidentified),EA/AM H5N1
02/03/2026,Connecticut,Litchfield,Canada goose,EA H5
02/03/2026,New York,Tompkins,Herring gull,EA/AM H5N1
02/03/2026,Colorado,Larimer,Goose (unidentified),EA/AM H5N1
02/03/2026,New York,Suffolk,Snowy owl,EA/AM H5N1
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA/AM H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA/AM H5N1
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA/AM H5N1
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA/AM H5N1
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA/AM H5N1
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA/AM H5N1
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/03/2026,New Hampshire,Strafford,Mallard,EA H5
02/02/2026,Kansas,Wichita,Cackling goose,EA/AM H5N1
02/02/2026,Ohio,Mahoning,Canada goose,EA/AM H5N1
02/02/2026,Idaho,Teton,Trumpeter swan,EA H5
02/02/2026,Idaho,Teton,Trumpeter swan,EA/AM H5N1
02/02/2026,Idaho,Teton,Trumpeter swan,EA/AM H5N1
02/02/2026,Florida,Orange,Mute swan,EA H5
02/02/2026,Florida,Orange,Mute swan,EA H5
02/02/2026,New Mexico,Socorro,Common raven,EA/AM H5N1
02/02/2026,New Mexico,Socorro,Common raven,EA/AM H5N1
02/02/2026,New Mexico,Socorro,Common raven,EA H5
02/01/2026,Arizona,La Paz,Mallard,EA H5
01/30/2026,Michigan,Antrim,Canada goose,EA/AM H5N1
01/30/2026,Maine,Lincoln,Mallard,EA H5
01/30/2026,Maine,Lincoln,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA/AM H5N1
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard/Black duck hybrid,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard/Black duck hybrid,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,New Hampshire,Rockingham,Mallard,EA H5
01/30/2026,Indiana,Howard,Canada goose,EA/AM H5N1
01/30/2026,Pennsylvania,Jefferson,Eastern screech owl,EA/AM H5N1
01/30/2026,Colorado,Larimer,Great horned owl,EA/AM H5N1
01/29/2026,Texas,Randall,Duck (unidentified),EA/AM H5N1
01/29/2026,Florida,Brevard,Black vulture,EA/AM H5N1
01/29/2026,North Dakota,Oliver,Mallard,EA H5
01/29/2026,Maine,Kennebec,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,American black duck,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,American black duck,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard/Black duck hybrid,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,Mallard,EA/AM H5N1
01/29/2026,New Hampshire,Belknap,Mallard,EA H5
01/29/2026,Massachusetts,Hampden,American black duck,EA H5
01/29/2026,North Carolina,Person,Canvasback,EA H5
01/29/2026,New Hampshire,Belknap,American black duck,EA H5
01/28/2026,Pennsylvania,Bucks,Snow goose,EA H5
01/28/2026,North Dakota,Oliver,Mallard,EA H5
01/28/2026,California,Ventura,California gull,EA/AM H5N1
01/27/2026,Colorado,Larimer,Bald eagle,EA H5
01/27/2026,New York,Yates,Canada goose,EA H5
01/27/2026,New York,Yates,Canada goose,EA H5
01/27/2026,Nebraska,Adams,Cackling goose,EA H5
01/27/2026,Minnesota,Ramsey,Canada goose,EA H5
01/27/2026,New York,Tioga,Canada goose,EA/AM H5N1
01/27/2026,New York,Suffolk,Red-tailed hawk,EA/AM H5N1
01/27/2026,New York,Suffolk,Canada goose,EA/AM H5N1
01/27/2026,Arizona,Mohave,American wigeon,EA H5
01/27/2026,North Dakota,Oliver,Mallard,EA/AM H5N1
01/27/2026,North Dakota,Oliver,Mallard,EA/AM H5N1
01/27/2026,North Dakota,Oliver,Mallard,EA H5
01/27/2026,North Carolina,Person,Mallard,EA H5
01/26/2026,Wisconsin,St. Croix,Canada goose,EA/AM H5N1
01/26/2026,Wyoming,Park,Great horned owl,EA/AM H5N1
01/26/2026,Kansas,Riley,Cackling goose,EA H5
01/25/2026,Florida,Hillsborough,Owl (unidentified),EA/AM H5N1
01/25/2026,Florida,Volusia,Black vulture,EA/AM H5N1
01/25/2026,Florida,Volusia,Black vulture,EA/AM H5N1
01/25/2026,Florida,Volusia,Black vulture,EA/AM H5N1
01/25/2026,Florida,Volusia,Black vulture,EA/AM H5N1
01/25/2026,California,Contra Costa,Snow goose,EA H5
01/24/2026,Minnesota,Anoka,Canada goose,EA/AM H5N1
01/24/2026,New Jersey,Unknown,Bald eagle,EA H5
01/24/2026,New Jersey,Unknown,Bald eagle,EA H5
01/24/2026,New Jersey,Unknown,Peregrine falcon,EA H5
01/24/2026,New Jersey,Unknown,Red-tailed hawk,EA H5
01/24/2026,Florida,Brevard,Black vulture,EA/AM H5N1
01/24/2026,Mississippi,Amite,Bluebird (unidentified),EA/AM H5N1
01/24/2026,Tennessee,Obion,Gadwall,EA H5
01/24/2026,Tennessee,Obion,Gadwall,EA H5
01/24/2026,South Carolina,Clarendon,Ring-necked duck,EA H5
01/24/2026,Colorado,Weld,Great horned owl,EA/AM H5N1
01/23/2026,Wyoming,Laramie,Canada goose,EA H5
01/23/2026,Nebraska,Douglas,Canada goose,EA/AM H5N1
01/23/2026,Louisiana,Orleans,Crow (unidentified),EA/AM H5N1
01/23/2026,Texas,Bexar,Vulture (unidentified),EA/AM H5N1
01/23/2026,New Jersey,Somerset,Bald eagle,EA H5
01/23/2026,Maine,Penobscot,Mallard,EA/AM H5N1
01/23/2026,Maine,Penobscot,Mallard,EA/AM H5N1
01/23/2026,Maine,Penobscot,Mallard,EA H5
01/23/2026,Maine,Penobscot,Mallard,EA H5
01/23/2026,Maine,Penobscot,American black duck,EA H5
01/23/2026,Maine,Penobscot,Mallard,EA H5N1
01/23/2026,Maine,Penobscot,Mallard,EA H5
01/23/2026,Maine,Penobscot,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA/AM H5N1
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA/AM H5N1
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA/AM H5N1
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/23/2026,Minnesota,Scott,Mallard,EA/AM H5N1
01/23/2026,Minnesota,Scott,Mallard,EA H5
01/22/2026,Colorado,Denver,Red-tailed hawk,EA/AM H5N1
01/22/2026,Minnesota,Hennepin,Cooper's hawk,EA/AM H5N1
01/22/2026,Pennsylvania,Lycoming,Mallard,EA H5
01/22/2026,Pennsylvania,Lycoming,Mallard,EA H5
01/22/2026,Maine,York,Mallard,EA/AM H5N1
01/22/2026,Maine,York,Mallard,EA H5
01/22/2026,Pennsylvania,Washington,Canada goose,EA/AM H5N1
01/22/2026,Pennsylvania,Allegheny,Canada goose,EA/AM H5N1
01/22/2026,Colorado,Larimer,Great horned owl,EA/AM H5N1
01/21/2026,Florida,Palm Beach,Muscovy duck,EA/AM H5N1
01/21/2026,Florida,Palm Beach,Muscovy duck,EA/AM H5N1
01/21/2026,Florida,Collier,Black vulture,EA/AM H5N1
01/21/2026,California,Mendocino,Canada goose,EA/AM H5N1
01/21/2026,California,Mendocino,Canada goose,EA/AM H5N1
01/21/2026,Maryland,Montgomery,Canada goose,EA/AM H5N1
01/21/2026,California,Alameda,Red-tailed hawk,EA/AM H5N1
01/21/2026,California,Alameda,Turkey vulture,EA H5N1
01/21/2026,California,Alameda,Great horned owl,EA/AM H5N1
01/21/2026,Pennsylvania,Cumberland,Canada goose,EA/AM H5N1
01/21/2026,Pennsylvania,Clinton,Mallard,EA/AM H5N1
01/21/2026,Pennsylvania,Clinton,Mallard,EA H5
01/21/2026,Pennsylvania,Clinton,Mallard,EA H5
01/21/2026,Pennsylvania,Clinton,Mallard,EA H5
01/21/2026,Pennsylvania,Clinton,Mallard,EA H5
01/21/2026,Pennsylvania,Clinton,Mallard,EA H5
01/21/2026,Pennsylvania,Clinton,Mallard,EA H5
01/21/2026,Pennsylvania,Clinton,Mallard,EA/AM H5N1
01/21/2026,Pennsylvania,Clinton,Mallard,EA H5
01/21/2026,Pennsylvania,Clinton,Mallard,EA H5
01/21/2026,Pennsylvania,Clinton,Mallard,EA H5
01/21/2026,Massachusetts,Worcester,Mallard,EA H5
01/21/2026,Massachusetts,Worcester,Mallard,EA H5
01/21/2026,Massachusetts,Worcester,Mallard,EA H5
01/21/2026,Massachusetts,Worcester,Mallard,EA/AM H5N1
01/21/2026,Massachusetts,Worcester,Mallard,EA H5
01/21/2026,Massachusetts,Worcester,Mallard,EA H5 mixed
01/21/2026,Massachusetts,Worcester,Mallard,EA H5
01/21/2026,Massachusetts,Worcester,Mallard,EA H5
01/21/2026,Massachusetts,Worcester,Mallard,EA/AM H5N1
01/21/2026,Massachusetts,Worcester,Mallard,EA H5
01/21/2026,Massachusetts,Worcester,Mallard,EA H5
01/21/2026,Massachusetts,Worcester,Mallard,EA H5
01/21/2026,New Mexico,Eddy,American wigeon,EA H5
01/21/2026,New York,Onondaga,Snowy owl,EA/AM H5N1
01/20/2026,South Carolina,Horry,Mute swan,EA/AM H5N1
01/20/2026,Alabama,Lee,Turkey vulture,EA/AM H5N1
01/20/2026,New York,Rockland,Canada goose,EA/AM H5N1
01/20/2026,New York,Rockland,Canada goose,EA/AM H5N1
01/20/2026,New York,Rockland,Canada goose,EA/AM H5N1
01/20/2026,New York,Richmond,Canada goose,EA/AM H5N1
01/20/2026,New York,Rensselaer,Canada goose,EA/AM H5N1
01/20/2026,New York,Rensselaer,Canada goose,EA/AM H5N1
01/20/2026,New York,Albany,Red-tailed hawk,EA/AM H5N1
01/20/2026,South Carolina,Charleston,Hawk (unidentified),EA/AM H5N1
01/20/2026,Virginia,Fairfax,Canada goose,EA/AM H5N1
01/20/2026,Virginia,Fairfax,Canada goose,EA/AM H5N1
01/20/2026,Virginia,Fairfax,Canada goose,EA H5
01/20/2026,Virginia,Fairfax,Canada goose,EA/AM H5N5
01/20/2026,North Carolina,Wake,Black vulture,EA H5
01/20/2026,Pennsylvania,Lehigh,Red-tailed hawk,EA H5
01/20/2026,New Jersey,Essex,Canada goose,EA/AM H5N1
01/20/2026,New Jersey,Warren,Snow goose,EA/AM H5N1
01/20/2026,Massachusetts,Norfolk,Mallard,EA H5
01/20/2026,Massachusetts,Middlesex,Mallard,EA/AM H5N1
01/20/2026,Massachusetts,Middlesex,Mallard,EA H5
01/20/2026,Massachusetts,Middlesex,Mallard,EA/AM H5N1
01/20/2026,Massachusetts,Middlesex,Mallard,EA H5
01/20/2026,Massachusetts,Middlesex,Mallard,EA/AM H5N1
01/20/2026,Massachusetts,Middlesex,Mallard,EA H5
01/20/2026,Massachusetts,Middlesex,Mallard,EA H5
01/20/2026,Maine,York,Mallard,EA/AM H5N1
01/20/2026,Pennsylvania,Fayette,Canada goose,EA/AM H5N1
01/20/2026,Missouri,Pemiscot,Gadwall,EA H5
01/20/2026,Missouri,Lincoln,Bald eagle,EA H5
01/20/2026,Indiana,Allen,Hawk (unidentified),EA H5
01/20/2026,South Carolina,Horry,Mute swan,EA/AM H5N1
01/20/2026,New York,Albany,Red-tailed hawk,EA/AM H5N1
01/20/2026,New York,Albany,Red-tailed hawk,EA/AM H5N1
01/19/2026,Massachusetts,Essex,Canada goose,EA H5
01/19/2026,Indiana,Tipton,Red-shouldered hawk,EA H5
01/18/2026,Oregon,Umatilla,Great horned owl,EA H5
01/18/2026,Nebraska,Douglas,Canada goose,EA H5
01/17/2026,Indiana,Tipton,Canada goose,EA H5
01/17/2026,Utah,Weber,American wigeon,EA/AM H5N1
01/17/2026,California,Butte,Northern shoveler,EA H5 mixed
01/17/2026,Utah,Weber,American wigeon,EA H5
01/17/2026,Missouri,Clay,Cackling goose,EA H5
01/17/2026,Colorado,Jefferson,Red-tailed hawk,EA H5
01/16/2026,Missouri,Mercer,Canada goose,EA H5
01/16/2026,Missouri,Livingston,Swan (unidentified),EA/AM H5N1
01/16/2026,Missouri,Harrison,Bald eagle,EA H5
01/16/2026,New York,Suffolk,Red-tailed hawk,EA/AM H5N1
01/16/2026,Florida,Palm Beach,Green-winged teal,EA H5
01/16/2026,Florida,Palm Beach,Green-winged teal,EA/AM H5N1
01/16/2026,Florida,Palm Beach,Green-winged teal,EA/AM H5N1
01/16/2026,Nevada,Unknown,Red-tailed hawk,EA H5
01/16/2026,Pennsylvania,Lehigh,Canada goose,EA H5
01/15/2026,New Jersey,Hunterdon,Snow goose,EA/AM H5N1
01/15/2026,New York,Cayuga,Snow goose,EA/AM H5N1
01/15/2026,Wyoming,Goshen,Canada goose,EA/AM H5N1
01/15/2026,New York,Orange,Canada goose,EA/AM H5N1
01/15/2026,New York,Orange,Canada goose,EA/AM H5N1
01/15/2026,New York,Orange,Canada goose,EA/AM H5N1
01/15/2026,New York,Orange,Canada goose,EA/AM H5N1
01/15/2026,New York,Orange,Canada goose,EA/AM H5N1
01/15/2026,New York,Orange,Canada goose,EA/AM H5N1
01/15/2026,South Carolina,Clarendon,Green-winged teal,EA H5
01/15/2026,California,Colusa,Great horned owl,EA/AM H5N1
01/15/2026,Pennsylvania,Susquehanna,Canada goose,EA H5
01/15/2026,Alaska,Matanuska-Susitna,Mallard,EA H5
01/15/2026,Alaska,Matanuska-Susitna,Mallard,EA H5
01/15/2026,Alaska,Matanuska-Susitna,Mallard,EA H5 mixed
01/14/2026,Colorado,Jefferson,Common raven,EA H5
01/14/2026,South Carolina,Colleton,Mallard,EA H5
01/14/2026,Iowa,Polk,Red-tailed hawk,EA/AM H5N1
01/14/2026,Iowa,Polk,Red-tailed hawk,EA/AM H5N1
01/14/2026,Iowa,Polk,Great horned owl,EA/AM H5N1
01/14/2026,California,Sacramento,Snow goose,EA/AM H5N1
01/14/2026,California,Inyo,Common raven,EA H5
01/14/2026,California,Colusa,Snow goose,EA/AM H5N1
01/14/2026,California,Colusa,Great horned owl,EA/AM H5N1
01/14/2026,California,Colusa,Red-tailed hawk,EA/AM H5N1
01/14/2026,California,Colusa,Red-tailed hawk,EA/AM H5N1
01/14/2026,California,Monterey,Glaucous gull,EA H5
01/14/2026,Michigan,Houghton,Bald eagle,EA H5
01/14/2026,Michigan,Oakland,Trumpeter swan,EA H5
01/14/2026,Michigan,Eaton,Red-tailed hawk,EA H5
01/14/2026,California,Inyo,Common raven,EA H5
01/14/2026,Missouri,Marion,Swan (unidentified),EA/AM H5N1
01/14/2026,Missouri,Knox,Canada goose,EA/AM H5N1
01/14/2026,Missouri,Knox,Canada goose,EA/AM H5N1
01/14/2026,Missouri,Knox,Canada goose,EA/AM H5N1
01/14/2026,Missouri,Adair,Canada goose,EA/AM H5N1
01/14/2026,Missouri,Adair,Canada goose,EA/AM H5N1
01/14/2026,Missouri,Adair,Canada goose,EA/AM H5N1
01/14/2026,Missouri,Putnam,Snow goose,EA/AM H5N1
01/14/2026,Colorado,Adams,Red-tailed hawk,EA/AM H5N1
01/14/2026,Utah,Davis,Eared grebe,EA/AM H5N1
01/14/2026,Utah,Davis,Eared grebe,EA/AM H5N1
01/14/2026,Utah,Davis,Eared grebe,EA/AM H5N1
01/14/2026,Utah,Davis,Bonaparte's gull,EA/AM H5N1
01/14/2026,Utah,Davis,Canada goose,EA/AM H5N1
01/14/2026,Georgia,Worth,Bald eagle,EA H5
01/14/2026,Pennsylvania,Carbon,Red-tailed hawk,EA H5
01/14/2026,Connecticut,Fairfield,Mallard,EA H5
01/14/2026,Connecticut,Fairfield,Mallard,EA H5
01/14/2026,Connecticut,Fairfield,Mallard,EA H5
01/14/2026,Connecticut,Fairfield,Mallard,EA H5
01/14/2026,Connecticut,Fairfield,Mallard,EA H5
01/14/2026,Connecticut,Fairfield,Mallard,EA H5
01/14/2026,Connecticut,Fairfield,Mallard,EA H5
01/14/2026,Connecticut,Fairfield,Mallard,EA/AM H5N1
01/14/2026,Connecticut,Fairfield,Mallard,EA H5
01/14/2026,California,Kern,Green-winged teal,EA H5
01/14/2026,Connecticut,Fairfield,Mallard,EA/AM H5N1
01/14/2026,Connecticut,Fairfield,Mallard,EA H5
01/14/2026,Connecticut,Fairfield,Mallard,EA H5 mixed
01/14/2026,Connecticut,Fairfield,Mallard,EA H5
01/14/2026,Louisiana,Cameron,Lesser scaup,EA H5
01/14/2026,Louisiana,Richland,Green-winged teal,EA H5
01/14/2026,Colorado,Larimer,Red-tailed hawk,EA/AM H5N1
01/13/2026,Wisconsin,Milwaukee,Canada goose,EA/AM H5N1
01/13/2026,Colorado,Larimer,Red-tailed hawk,EA H5
01/13/2026,Pennsylvania,Chester,Red-tailed hawk,EA/AM H5N1
01/13/2026,Pennsylvania,Chester,Red-tailed hawk,EA H5
01/13/2026,Pennsylvania,Crawford,American crow,EA/AM H5N1
01/12/2026,Iowa,Story,Trumpeter swan,EA/AM H5N1
01/12/2026,Iowa,Iowa,Trumpeter swan,EA/AM H5N1
01/12/2026,New York,New York,Peregrine falcon,EA/AM H5N1
01/12/2026,New York,Suffolk,Snow goose,EA/AM H5N1
01/12/2026,New York,Richmond,Canada goose,EA/AM H5N1
01/12/2026,Maine,Penobscot,Mallard,EA H5
01/12/2026,Maine,Penobscot,Mallard,EA H5
01/12/2026,New Jersey,Burlington,American black duck,EA H5
01/12/2026,Wisconsin,Dane,Red-tailed hawk,EA H5
01/12/2026,Nebraska,Washington,Greater white-fronted goose,EA/AM H5N1
01/12/2026,Maryland,Dorchester,Wood duck,EA H5
01/12/2026,Maryland,Dorchester,Wood duck,EA H5
01/12/2026,Missouri,St. Charles,Red-tailed hawk,EA/AM H5N1
01/12/2026,Missouri,Stoddard,Snow goose,EA/AM H5N1
01/12/2026,Massachusetts,Barnstable,American crow,EA H5
01/12/2026,North Carolina,Edgecombe,Bald eagle,EA H5
01/12/2026,Pennsylvania,Northampton,Snow goose,EA/AM H5N1
01/12/2026,New Mexico,Socorro,Common raven,EA/AM H5N1
01/12/2026,Colorado,Larimer,Cooper's hawk,EA/AM H5N1
01/11/2026,Wisconsin,St. Croix,Canada goose,EA/AM H5N1
01/11/2026,Montana,Ravalli,Red-tailed hawk,EA H5
01/10/2026,New York,Tompkins,Canada goose,EA/AM H5N1
01/10/2026,Minnesota,Rice,Bald eagle,EA H5
01/10/2026,Washington,Clark,Canvasback,EA H5
01/10/2026,Wyoming,Teton,Common raven,EA/AM H5N1
01/10/2026,North Carolina,Hyde,American wigeon,EA H5
01/10/2026,North Carolina,Hyde,American wigeon,EA H5
01/10/2026,North Carolina,Hyde,American black duck,EA H5
01/10/2026,South Carolina,Colleton,Green-winged teal,EA H5
01/10/2026,South Carolina,Colleton,Gadwall,EA H5
01/10/2026,Virginia,Loudoun,Canada goose,EA H5
01/10/2026,Massachusetts,Barnstable,Great black-backed gull,EA H5
01/10/2026,South Carolina,Colleton,Gadwall,EA H5
01/10/2026,Massachusetts,Barnstable,Ring-necked duck,EA H5
01/10/2026,Colorado,Larimer,Red-tailed hawk,EA/AM H5N1
01/10/2026,Florida,Brevard,Blue-winged teal,EA/AM H5N1
01/09/2026,New York,Livingston,Canada goose,EA H5
01/09/2026,New York,Livingston,Canada goose,EA/AM H5N1
01/09/2026,New York,Ontario,Snow goose,EA/AM H5N1
01/09/2026,New York,Livingston,Red-tailed hawk,EA/AM H5N1
01/09/2026,Arkansas,Pulaski,Goose (unidentified),EA H5
01/09/2026,Maryland,Wicomico,Canada goose,EA/AM H5N1
01/09/2026,Washington,King,Red-tailed hawk,EA H5
01/09/2026,Colorado,Weld,Canada goose,EA/AM H5N1
01/09/2026,Ohio,Summit,Canada goose,EA/AM H5N1
01/09/2026,Ohio,Geauga,Canada goose,EA H5
01/09/2026,Colorado,Arapahoe,Cooper's hawk,EA/AM H5N1
01/09/2026,California,San Diego,Canada goose,EA/AM H5N1
01/09/2026,Minnesota,Hubbard,Trumpeter swan,EA H5
01/08/2026,Ohio,Seneca,Canada goose,EA H5
01/08/2026,Ohio,Seneca,Canada goose,EA/AM H5N1
01/08/2026,Wyoming,Platte,Canada goose,EA/AM H5N1
01/08/2026,Mississippi,Lafayette,Ross's goose,EA H5
01/08/2026,Mississippi,Leflore,Snow goose,EA/AM H5N1
01/08/2026,Mississippi,Leflore,Snow goose,EA/AM H5N1
01/08/2026,California,San Diego,Great-tailed grackle,EA/AM H5N1
01/08/2026,California,San Diego,Brown pelican,EA H5
01/08/2026,Wyoming,Park,Canada goose,EA/AM H5N1
01/08/2026,Washington,San Juan,Bald eagle,EA H5N1
01/08/2026,Massachusetts,Middlesex,Canada goose,EA/AM H5N1
01/08/2026,Massachusetts,Middlesex,Canada goose,EA/AM H5N1
01/08/2026,North Carolina,Granville,Black vulture,EA H5
01/08/2026,Pennsylvania,Columbia,Broad-winged hawk,EA H5
01/07/2026,Colorado,Arapahoe,Cackling goose,EA/AM H5N1
01/07/2026,Colorado,Weld,Great horned owl,EA/AM H5N1
01/07/2026,Oklahoma,Payne,Goose (unidentified),EA/AM H5N1
01/07/2026,Pennsylvania,Northampton,Pied-billed grebe,EA/AM H5N1
01/07/2026,Pennsylvania,Franklin,Canada goose,EA H5
