Date,State,County,Species,Strain
12/04/2024,California,San Mateo,Glaucous-winged gull,EA/AM H5N1
12/04/2024,California,San Mateo,Glaucous-winged gull,EA/AM H5N1
12/04/2024,California,San Mateo,California gull,EA/AM H5N1
12/04/2024,California,San Mateo,Red-tailed hawk,EA H5N1
12/04/2024,California,San Mateo,Red-tailed hawk,EA/AM H5N1
12/04/2024,California,Santa Clara,Cackling goose,EA/AM H5N1
12/04/2024,Tennessee,Humphreys,Snow goose,EA/AM H5N1
12/04/2024,California,Butte,Red-tailed hawk,EA/AM H5N1
12/04/2024,California,Santa Cruz,Great horned owl,EA/AM H5N1
12/04/2024,California,Orange,Canada goose,EA/AM H5N1
12/04/2024,California,Napa,Turkey vulture,EA/AM H5N1
12/04/2024,California,Napa,Turkey vulture,EA/AM H5N1
12/04/2024,Minnesota,Ramsey,Snow goose,EA/AM H5N1
12/04/2024,Arizona,Maricopa,Harris's hawk,EA/AM H5N1
12/04/2024,Nevada,Clark,Canada goose,EA/AM H5N1
12/04/2024,Nevada,Clark,Canada goose,EA/AM H5N1
12/04/2024,Nevada,Clark,Canada goose,EA/AM H5N1
12/04/2024,California,Solano,Barn owl,EA/AM H5N1
12/03/2024,Utah,Davis,Canada goose,EA H5
12/03/2024,Utah,Box Elder,Owl (unidentified),EA H5
12/03/2024,Utah,Weber,Gull (unidentified),EA H5
12/03/2024,South Dakota,Brule,Snow goose,EA/AM H5N1
12/03/2024,South Dakota,Lake,Snow goose,EA/AM H5N1
12/03/2024,South Dakota,Minnehaha,Snow goose,EA H5
12/03/2024,Nebraska,Lancaster,Canada goose,EA/AM H5N1
12/03/2024,Wyoming,Fremont,Trumpeter swan,EA H5
12/03/2024,Washington,King,Red-breasted merganser,EA H5
12/03/2024,Mississippi,Leflore,Northern shoveler,EA/AM H5N1
12/03/2024,Mississippi,Leflore,Ross's goose,EA/AM H5N1
12/03/2024,Mississippi,Leflore,Ross's goose,EA/AM H5N1
12/03/2024,Mississippi,Leflore,Greater white-fronted goose,EA/AM H5N1
12/03/2024,Mississippi,Leflore,Snow goose,EA/AM H5N1
12/03/2024,Mississippi,Leflore,Snow goose,EA/AM H5N1
12/03/2024,Mississippi,Leflore,Snow goose,EA/AM H5N1
12/03/2024,Mississippi,Leflore,Snow goose,EA/AM H5N1
12/03/2024,Mississippi,Leflore,Snow goose,EA/AM H5N1
12/03/2024,Mississippi,Leflore,Snow goose,EA/AM H5N1
12/03/2024,Mississippi,Tallahatchie,Greater white-fronted goose,EA H5N1 mixed
12/03/2024,Mississippi,Tallahatchie,Ross's goose,EA/AM H5N1
12/03/2024,Mississippi,Tallahatchie,Ross's goose,EA/AM H5N1
12/03/2024,Mississippi,Tallahatchie,Ross's goose,EA/AM H5N1
12/03/2024,Mississippi,Tallahatchie,Ross's goose,EA/AM H5N1
12/03/2024,Mississippi,Tallahatchie,Snow goose,EA/AM H5N1
12/03/2024,Mississippi,Tallahatchie,Snow goose,EA/AM H5N1
12/03/2024,Mississippi,Tallahatchie,Snow goose,EA/AM H5N1
12/03/2024,Mississippi,Tallahatchie,Snow goose,EA/AM H5N1
12/03/2024,Mississippi,Tallahatchie,Snow goose,EA/AM H5N1
12/03/2024,Montana,Big Horn,Mallard,EA/AM H5N1
12/03/2024,Montana,Big Horn,Mallard,EA H5
12/03/2024,Montana,Big Horn,Mallard,EA H5
12/03/2024,Montana,Big Horn,Mallard,EA H5
12/03/2024,Washington,Clark,Gadwall,EA/AM H5N1
12/03/2024,Washington,Clark,Ring-necked duck,EA H5
12/03/2024,Iowa,Woodbury,Snow goose,EA/AM H5N1
12/03/2024,California,Kern,Turkey vulture,EA/AM H5N1
12/03/2024,California,Kern,Turkey vulture,EA/AM H5N1
12/03/2024,California,Nevada,Golden eagle,EA/AM H5N1
12/03/2024,Idaho,Canyon,Snow goose,EA/AM H5N1
12/03/2024,Idaho,Canyon,Snow goose,EA/AM H5N1
12/03/2024,Missouri,Vernon,Snow goose,EA/AM H5N1
12/03/2024,Missouri,Henry,Snow goose,EA/AM H5N1
12/03/2024,Missouri,Henry,Snow goose,EA H5N1
12/03/2024,Missouri,Henry,Snow goose,EA/AM H5N1
12/03/2024,Texas,Wharton,Goose (unidentified),EA/AM H5N1
12/03/2024,North Carolina,Dare,Tundra swan,EA H5N1
12/03/2024,Texas,Wharton,Bald eagle,EA H5
12/03/2024,Texas,Wharton,Snow goose,EA/AM H5N1
12/03/2024,Texas,Wharton,Ross's goose,EA/AM H5N1
12/02/2024,Colorado,Larimer,Red-tailed hawk,EA H5
12/02/2024,Utah,Tooele,Eared grebe,EA/AM H5N1
12/02/2024,Utah,Tooele,Eared grebe,EA/AM H5N1
12/02/2024,Utah,Tooele,Eared grebe,EA H5
12/02/2024,Michigan,Eaton,Trumpeter swan,EA H5
12/02/2024,California,Los Angeles,Canada goose,EA H5
12/02/2024,Illinois,Fulton,Mallard,EA H5
12/02/2024,Illinois,Fulton,Mallard,EA H5 mixed
12/02/2024,Illinois,Fulton,Mallard,EA/AM H5N2
12/02/2024,Illinois,Fulton,Northern pintail,EA H5
12/02/2024,Illinois,Fulton,Northern pintail,EA H5
12/02/2024,Illinois,Fulton,Northern pintail,EA H5
12/02/2024,Illinois,Fulton,Green-winged teal,EA H5
12/02/2024,Iowa,Woodbury,Snow goose,EA/AM H5N1
12/02/2024,Iowa,Woodbury,Snow goose,EA/AM H5N1
12/02/2024,Utah,Tooele,Eared grebe,EA/AM H5N1
12/02/2024,Utah,Tooele,Eared grebe,EA/AM H5N1
12/02/2024,California,San Diego,Turkey vulture,EA/AM H5N1
12/02/2024,Florida,Brevard,Black vulture,EA/AM H5N1
12/02/2024,Missouri,Stoddard,Snow goose,EA/AM H5N1
12/02/2024,Missouri,Stoddard,Snow goose,EA/AM H5N1
12/02/2024,Missouri,Stoddard,Snow goose,EA/AM H5N1
12/02/2024,Missouri,Stoddard,Snow goose,EA/AM H5N1
12/02/2024,Missouri,Stoddard,Snow goose,EA/AM H5N1
12/02/2024,Missouri,New Madrid,Snow goose,EA/AM H5N1
12/02/2024,Missouri,New Madrid,Snow goose,EA/AM H5N1
12/02/2024,Missouri,New Madrid,Snow goose,EA/AM H5N1
12/02/2024,Missouri,Saline,Snow goose,EA/AM H5N1
12/02/2024,Missouri,Saline,Snow goose,EA/AM H5N1
12/02/2024,Missouri,Saline,Snow goose,EA/AM H5N1
12/02/2024,Missouri,Saline,Snow goose,EA/AM H5N1
12/02/2024,Missouri,Saline,Snow goose,EA/AM H5N1
12/02/2024,Missouri,Saline,American coot,EA H5
12/01/2024,Arkansas,Prairie,Snow goose,EA/AM H5N1
12/01/2024,Oregon,Lake,Northern shoveler,EA H5
12/01/2024,Tennessee,Obion,Mallard,EA/AM H5N1
12/01/2024,Tennessee,Obion,Northern shoveler,EA H5 mixed
12/01/2024,Tennessee,Obion,Northern shoveler,EA/AM H5N1
12/01/2024,Tennessee,Obion,Green-winged teal,EA/AM H5N1
12/01/2024,Tennessee,Obion,Green-winged teal,EA H5
12/01/2024,Tennessee,Obion,Ring-necked duck,EA H5N1
12/01/2024,Tennessee,Obion,Ring-necked duck,EA/AM H5N1
12/01/2024,Tennessee,Obion,Ring-necked duck,EA/AM H5N1
12/01/2024,Tennessee,Obion,Ring-necked duck,EA H5
12/01/2024,Tennessee,Obion,Ring-necked duck,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Mississippi,Leflore,Mallard,EA H5
12/01/2024,Kansas,Riley,Goose (unidentified),EA H5
12/01/2024,Tennessee,Obion,Ring-necked duck,EA/AM H5N1
11/30/2024,Colorado,Sedgwick,Redhead duck,EA H5
11/30/2024,Georgia,Stewart,Wood duck,EA H5N1
11/30/2024,Georgia,Stewart,Northern shoveler,EA/AM H5N1
11/30/2024,Georgia,Stewart,Ring-necked duck,EA/AM H5N1
11/30/2024,Georgia,Stewart,Common merganser,EA H5
11/30/2024,Georgia,Stewart,Common merganser,EA H5
11/30/2024,Georgia,Stewart,Green-winged teal,EA H5
11/30/2024,Texas,El Paso,Red-tailed hawk,EA H5
11/30/2024,Georgia,Troup,Northern pintail,EA H5N1
11/30/2024,South Carolina,Colleton,Green-winged teal,EA H5
11/30/2024,California,Yolo,Mallard,EA/AM H5N1
11/30/2024,Iowa,Marion,Mallard,EA H5N1
11/30/2024,Iowa,Marion,Mallard,EA H5
11/30/2024,Iowa,Marion,Mallard,EA/AM H5N1
11/30/2024,Iowa,Marion,Mallard,EA/AM H5N1
11/30/2024,Washington,Walla Walla,Mallard,EA H5N1
11/30/2024,Oregon,Lake,Gadwall,EA H5N1
11/29/2024,Texas,El Paso,Goose (unidentified),EA H5
11/29/2024,Iowa,Marion,Mallard,EA H5 mixed
11/29/2024,Iowa,Marion,Mallard,EA H5
11/29/2024,Iowa,Marion,Mallard,EA/AM H5N1
11/29/2024,Iowa,Marion,Mallard,EA/AM H5N1
11/29/2024,Iowa,Marion,Mallard,EA/AM H5N1
11/29/2024,Iowa,Marion,Mallard,EA H5
11/29/2024,Iowa,Marion,Mallard,EA H5
11/29/2024,Oregon,Lake,Green-winged teal,EA H5
11/29/2024,Nebraska,Lancaster,Goose (unidentified),EA H5
11/29/2024,Nebraska,Lancaster,Goose (unidentified),EA H5
11/29/2024,Nebraska,Lancaster,Goose (unidentified),EA H5
11/29/2024,Nebraska,Lancaster,Goose (unidentified),EA H5
11/28/2024,Montana,Big Horn,Trumpeter swan,EA/AM H5N1
11/27/2024,Florida,Polk,Bald eagle,EA H5N1
11/27/2024,California,Los Angeles,Turkey vulture,EA H5
11/27/2024,California,Santa Barbara,California gull,EA/AM H5N1
11/27/2024,California,Santa Barbara,Western gull,EA/AM H5N1
11/27/2024,Montana,Gallatin,Snow goose,EA H5
11/27/2024,Montana,Gallatin,Snow goose,EA H5N1
11/27/2024,South Carolina,Colleton,Blue-winged teal,EA/AM H5N1
11/27/2024,South Carolina,Colleton,Blue-winged teal,EA/AM H5N1
11/27/2024,South Carolina,Colleton,Green-winged teal,EA H5
11/27/2024,South Carolina,Colleton,Green-winged teal,EA/AM H5N1
11/27/2024,Utah,Utah,Mallard,EA/AM H5N1
11/27/2024,Utah,Utah,Mallard,EA H5
11/27/2024,South Carolina,Colleton,American wigeon,EA H5
11/27/2024,Arkansas,Prairie,Mallard,EA H5N1
11/27/2024,Arkansas,Prairie,Mallard,EA/AM H5N1
11/27/2024,Arkansas,Prairie,Mallard,EA/AM H5N1
11/27/2024,Arkansas,Prairie,Wood duck,EA H5
11/27/2024,Arkansas,Prairie,Mallard,EA H5N1
11/27/2024,Arkansas,Prairie,Mallard,EA H5N1
11/27/2024,Arkansas,Prairie,Mallard,EA H5
11/27/2024,Arkansas,Prairie,Mallard,EA/AM H5N1
11/27/2024,Arkansas,Prairie,Mallard,EA H5
11/27/2024,Arkansas,Prairie,Mallard,EA H5N1
11/27/2024,Arkansas,Prairie,Mallard,EA H5N1
11/27/2024,Arkansas,Prairie,Mallard,EA H5
11/27/2024,Arkansas,Prairie,Mallard,EA H5N1
11/27/2024,Iowa,Marion,Northern shoveler,EA H5
11/27/2024,Iowa,Marion,Green-winged teal,EA H5
11/27/2024,California,Ventura,Canada goose,EA/AM H5N1
11/27/2024,California,Ventura,Ross's goose,EA/AM H5N1
11/26/2024,California,Los Angeles,Canada goose,EA H5
11/26/2024,New Mexico,San Miguel,Green-winged teal,EA H5
11/26/2024,New Mexico,San Miguel,Green-winged teal,EA H5
11/26/2024,New Mexico,San Miguel,Green-winged teal,EA H5
11/26/2024,New Mexico,San Miguel,Green-winged teal,EA H5
11/26/2024,New Mexico,San Miguel,Green-winged teal,EA H5
11/26/2024,New Mexico,San Miguel,Green-winged teal,EA/AM H5N1
11/26/2024,New Mexico,San Miguel,Green-winged teal,EA H5
11/26/2024,New Mexico,San Miguel,Green-winged teal,EA/AM H5N1
11/26/2024,New Mexico,San Miguel,Green-winged teal,EA H5
11/26/2024,Iowa,Tama,Mallard,EA H5N1
11/26/2024,Iowa,Jackson,Green-winged teal,EA H5N1
11/26/2024,Iowa,Jackson,Mallard,EA H5
11/26/2024,Iowa,Jackson,Mallard,EA/AM H5N1
11/26/2024,Iowa,Jackson,Northern pintail,EA H5
11/26/2024,Iowa,Jackson,Mallard,EA H5
11/26/2024,Iowa,Jackson,Mallard,EA H5N1
11/26/2024,Florida,Brevard,Black vulture,EA/AM H5N1
11/26/2024,California,Alameda,Western sandpiper,EA/AM H5N1
11/26/2024,Utah,Weber,Canada goose,EA/AM H5N1
11/26/2024,Utah,Davis,Great horned owl,EA/AM H5N1
11/26/2024,California,Sonoma,Mute swan,EA/AM H5N1
11/26/2024,California,Sonoma,Mute swan,EA H5
11/26/2024,Utah,Unknown,Great horned owl,EA/AM H5N1
11/25/2024,California,Los Angeles,Western gull,EA H5N1
11/25/2024,Arizona,Pinal,Black-necked stilt,EA/AM H5N1
11/25/2024,Arizona,Pinal,Black-necked stilt,EA/AM H5N1
11/25/2024,Arizona,Pinal,House sparrow,EA/AM H5N1
11/25/2024,Nebraska,Buffalo,Mallard,EA H5
11/25/2024,Nebraska,Buffalo,Mallard,EA H5
11/25/2024,Nebraska,Buffalo,Mallard,EA H5
11/25/2024,Nebraska,Buffalo,Mallard,EA H5
11/25/2024,Nebraska,Buffalo,Mallard,EA/AM H5N1
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA/AM H5N1
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA/AM H5N1
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA H5
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA H5
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA H5
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA H5
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA/AM H5N1
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA/AM H5N1
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA/AM H5N1
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA/AM H5N1
11/25/2024,Louisiana,Cameron,Blue-winged teal,EA/AM H5N1
11/25/2024,Georgia,Brooks,Bald eagle,EA H5N1
11/25/2024,Wyoming,Lincoln,Great horned owl,EA/AM H5N1
11/25/2024,Nevada,Unknown,Barn owl,EA H5
11/25/2024,Nevada,Unknown,Barn owl,EA H5
11/25/2024,Nevada,Unknown,Great horned owl,EA/AM H5N1
11/24/2024,Texas,Freestone,Green-winged teal,EA H5
11/24/2024,Texas,Freestone,Northern shoveler,EA H5
11/24/2024,Texas,Freestone,Green-winged teal,EA/AM H5N1
11/24/2024,Texas,Freestone,Northern shoveler,EA H5
11/24/2024,Texas,Freestone,Green-winged teal,EA H5
11/24/2024,Texas,Freestone,Green-winged teal,EA H5
11/24/2024,Texas,Freestone,Green-winged teal,EA H5
11/24/2024,Texas,Freestone,Northern shoveler,EA H5N1
11/24/2024,Texas,Freestone,Northern shoveler,EA H5 mixed
11/24/2024,Texas,Freestone,Blue-winged teal,EA/AM H5N1
11/24/2024,Texas,Freestone,Green-winged teal,EA H5
11/24/2024,California,Los Angeles,Western gull,EA/AM H5N1
11/24/2024,Washington,Grant,Mallard,EA/AM H5N1
11/24/2024,Washington,Grant,Mallard,EA H5
11/24/2024,Washington,Grant,Mallard,EA H5
11/24/2024,Washington,Grant,Mallard,EA H5N1
11/24/2024,Iowa,Marion,Green-winged teal,EA H5
11/24/2024,Texas,Lynn,American wigeon,EA H5N1
11/24/2024,California,Yolo,Mallard,EA H5
11/24/2024,Utah,Box Elder,Mallard,EA H5
11/24/2024,Utah,Box Elder,Mallard,EA H5
11/24/2024,Nebraska,Buffalo,Mallard,EA H5
11/24/2024,Nebraska,Buffalo,Mallard,EA H5N1
11/24/2024,Nebraska,Buffalo,Mallard,EA H5N1
11/24/2024,Nebraska,Buffalo,Mallard,EA/AM H5N1
11/24/2024,Colorado,Denver,Peregrine falcon,EA/AM H5N1
11/24/2024,Colorado,Douglas,Peregrine falcon,EA/AM H5N1
11/23/2024,Florida,St. Johns,Green-winged teal,EA H5
11/23/2024,Florida,St. Johns,Green-winged teal,EA/AM H5N1
11/23/2024,Florida,Brevard,Ring-necked duck,EA H5N1
11/23/2024,Florida,Lake,Ring-necked duck,EA H5
11/23/2024,Florida,Lake,Blue-winged teal,EA H5N1
11/23/2024,Florida,Lake,Ring-necked duck,EA H5N1
11/23/2024,Florida,Lake,Ring-necked duck,EA H5
11/23/2024,Florida,Lake,Ring-necked duck,EA H5
11/23/2024,Florida,Lake,Redhead duck,EA/AM H5N1
11/23/2024,Florida,Lake,Blue-winged teal,EA H5
11/23/2024,Florida,Lake,Ring-necked duck,EA H5
11/23/2024,Florida,Lake,Ruddy duck,EA H5
11/23/2024,Florida,Lake,Ruddy duck,EA H5
11/23/2024,Florida,Lake,Lesser scaup,EA H5N1
11/23/2024,Florida,Brevard,Ring-necked duck,EA H5N1
11/23/2024,Florida,Brevard,Ring-necked duck,EA H5N1
11/23/2024,Florida,Brevard,Ring-necked duck,EA H5N1
11/23/2024,Florida,Brevard,Redhead duck,EA H5
11/23/2024,Florida,Brevard,Ring-necked duck,EA H5N1
11/23/2024,Florida,Brevard,Ring-necked duck,EA/AM H5N1
11/23/2024,Florida,Brevard,Green-winged teal,EA H5N1
11/23/2024,Florida,Brevard,Green-winged teal,EA H5
11/23/2024,Florida,Brevard,Green-winged teal,EA H5N1
11/23/2024,Florida,Brevard,Green-winged teal,EA/AM H5N1
11/23/2024,Florida,Brevard,Green-winged teal,EA H5N1
11/23/2024,Florida,Brevard,Ring-necked duck,EA H5N1
11/23/2024,Florida,Brevard,Blue-winged teal,EA/AM H5N1
11/23/2024,Florida,Brevard,Blue-winged teal,EA H5
11/23/2024,Florida,Brevard,Blue-winged teal,EA H5
11/23/2024,Florida,Brevard,Ring-necked duck,EA H5N1
11/23/2024,Florida,Brevard,Mottled duck,EA H5
11/23/2024,Florida,Brevard,Redhead duck,EA H5
11/23/2024,Georgia,Seminole,Ring-necked duck,EA H5N1
11/23/2024,Georgia,Seminole,Ring-necked duck,EA H5
11/23/2024,Georgia,Seminole,Ring-necked duck,EA H5
11/23/2024,Georgia,Seminole,Ring-necked duck,EA/AM H5N1
11/23/2024,Georgia,Seminole,Ring-necked duck,EA/AM H5N1
11/23/2024,Georgia,Seminole,Ring-necked duck,EA H5
11/23/2024,Georgia,Seminole,Ring-necked duck,EA H5N1
11/23/2024,Georgia,Seminole,Redhead duck,EA H5
11/23/2024,Georgia,Seminole,Redhead duck,EA H5
11/23/2024,Georgia,Seminole,Redhead duck,EA H5N1
11/23/2024,California,Kern,Redhead duck,EA H5
11/23/2024,Iowa,Marion,Green-winged teal,EA H5
11/23/2024,Iowa,Marion,Gadwall,EA/AM H5N1
11/23/2024,Iowa,Marion,Green-winged teal,EA H5
11/23/2024,Iowa,Marion,Green-winged teal,EA H5
11/23/2024,Iowa,Marion,Green-winged teal,EA H5
11/23/2024,North Carolina,Beaufort,Green-winged teal,EA H5N1
11/23/2024,Iowa,Black Hawk,Mallard,EA H5
11/23/2024,South Carolina,Colleton,American wigeon,EA H5
11/23/2024,South Carolina,Colleton,Green-winged teal,EA/AM H5N1
11/23/2024,South Carolina,Colleton,Green-winged teal,EA H5
11/23/2024,South Carolina,Colleton,Green-winged teal,EA H5
11/23/2024,South Carolina,Colleton,Green-winged teal,EA/AM H5N1
11/23/2024,South Carolina,Colleton,Green-winged teal,EA/AM H5N1
11/23/2024,South Carolina,Colleton,Green-winged teal,EA H5
11/23/2024,South Carolina,Colleton,Green-winged teal,EA H5
11/23/2024,South Carolina,Colleton,Gadwall,EA/AM H5N1
11/23/2024,South Carolina,Colleton,Blue-winged teal,EA/AM H5N1
11/23/2024,South Carolina,Colleton,Blue-winged teal,EA H5
11/23/2024,Florida,Palm Beach,Northern shoveler,EA/AM H5N1
11/23/2024,Florida,Palm Beach,Northern shoveler,EA/AM H5N1
11/23/2024,Florida,Palm Beach,Northern shoveler,EA/AM H5N1
11/23/2024,Florida,Palm Beach,Black-bellied whistling duck,EA H5
11/23/2024,Florida,Palm Beach,Fulvous whistling duck,EA H5
11/23/2024,Florida,Palm Beach,Northern shoveler,EA/AM H5N1
11/23/2024,Florida,Palm Beach,Lesser scaup,EA H5
11/23/2024,Florida,Palm Beach,Blue-winged teal,EA H5
11/23/2024,Florida,Palm Beach,Blue-winged teal,EA/AM H5N1
11/23/2024,Florida,Palm Beach,Blue-winged teal,EA H5 mixed
11/23/2024,Florida,Palm Beach,Blue-winged teal,EA/AM H5N1
11/23/2024,Florida,Palm Beach,Blue-winged teal,EA H5
11/23/2024,Colorado,Larimer,Great horned owl,EA H5N1
11/22/2024,Washington,King,Red-breasted goose,EA H5
11/22/2024,Washington,King,Red-breasted goose,EA H5
11/22/2024,Texas,Colorado,Northern pintail,EA/AM H5N1
11/22/2024,Texas,Colorado,Northern pintail,EA H5
11/22/2024,Texas,Colorado,Blue-winged teal,EA H5
11/22/2024,Texas,Colorado,Blue-winged teal,EA H5
11/22/2024,Texas,Colorado,Blue-winged teal,EA H5
11/22/2024,Texas,Colorado,Blue-winged teal,EA H5
11/22/2024,Texas,Colorado,Green-winged teal,EA H5
11/22/2024,Texas,Colorado,Green-winged teal,EA/AM H5N1
11/22/2024,Texas,Colorado,Green-winged teal,EA H5
11/22/2024,Texas,Colorado,Blue-winged teal,EA H5
11/22/2024,Texas,Colorado,Blue-winged teal,EA H5
11/22/2024,Texas,Colorado,Blue-winged teal,EA H5
11/22/2024,Texas,Colorado,Blue-winged teal,EA/AM H5N1
11/22/2024,Indiana,Starke,Mallard,EA H5
11/22/2024,Kansas,Stafford,Green-winged teal,EA/AM H5N2
11/22/2024,Kansas,Stafford,Green-winged teal,EA H5 mixed
11/22/2024,Kansas,Stafford,American wigeon,EA H5
11/22/2024,Kansas,Stafford,American wigeon,EA/AM H5N1
11/22/2024,Kansas,Stafford,American wigeon,EA H5
11/22/2024,Kansas,Stafford,American wigeon,EA H5
11/22/2024,Kansas,Stafford,Mallard,EA H5
11/22/2024,Kansas,Stafford,Mallard,EA H5
11/22/2024,Kansas,Stafford,Mallard,EA H5
11/22/2024,Kansas,Stafford,Gadwall,EA H5N1
11/22/2024,Colorado,Sedgwick,Green-winged teal,EA H5
11/22/2024,Colorado,Sedgwick,Green-winged teal,EA H5
11/22/2024,Colorado,Sedgwick,Green-winged teal,EA H5
11/22/2024,Washington,Snohomish,American wigeon,EA/AM H5N1
11/22/2024,Iowa,Marion,Green-winged teal,EA H5
11/22/2024,Iowa,Marion,Mallard,EA/AM H5N1
11/22/2024,Iowa,Marion,Mallard,EA H5
11/22/2024,Iowa,Marion,Green-winged teal,EA H5
11/22/2024,Iowa,Marion,Green-winged teal,EA H5
11/22/2024,Arizona,Pinal,Black-necked stilt,EA/AM H5N1
11/22/2024,Arizona,Pinal,Black-necked stilt,EA/AM H5N1
11/22/2024,Arizona,Pinal,House sparrow,EA/AM H5N1
11/22/2024,Arizona,Pinal,House sparrow,EA/AM H5N1
11/22/2024,Arizona,Pinal,House sparrow,EA/AM H5N1
11/22/2024,Utah,Unknown,Canada goose,EA/AM H5N1
11/21/2024,Washington,Clark,Ring-necked duck,EA/AM H5N1
11/21/2024,Washington,Clark,American wigeon,EA H5 mixed
11/21/2024,Arizona,Pinal,House sparrow,EA/AM H5N1
11/21/2024,New Mexico,Chaves,American wigeon,EA/AM H5N1
11/21/2024,New Mexico,Chaves,American wigeon,EA H5
11/21/2024,Iowa,Tama,Gadwall,EA/AM H5N1
11/21/2024,Minnesota,Wright,Lesser scaup,EA H5N1
11/21/2024,Washington,Pacific,Snowy plover,EA/AM H5N1
11/20/2024,Oklahoma,Washington,Canvasback,EA H5
11/20/2024,Iowa,Jackson,American wigeon,EA H5
11/20/2024,Iowa,Tama,Gadwall,EA H5N1
11/20/2024,California,Kern,Redhead duck,EA H5
11/20/2024,Florida,Leon,Green-winged teal,EA H5N1
11/20/2024,Florida,Leon,Wood duck,EA H5N1
11/20/2024,Florida,Leon,Ring-necked duck,EA H5N1
11/20/2024,Florida,Leon,Ring-necked duck,EA H5N1
11/20/2024,Florida,Leon,Wood duck,EA H5N1
11/20/2024,Florida,Leon,Green-winged teal,EA H5N1
11/20/2024,Wisconsin,Buffalo,Bald eagle,EA H5N1
11/20/2024,California,Kern,Canada goose,EA/AM H5N1
11/20/2024,California,Kern,Canada goose,EA/AM H5N1
11/20/2024,California,Kern,Canada goose,EA/AM H5N1
11/20/2024,California,Kern,Canada goose,EA/AM H5N1
11/20/2024,California,Sierra,Bald eagle,EA/AM H5N1
11/20/2024,California,Kern,Northern shoveler,EA/AM H5N1
11/20/2024,California,Solano,Great horned owl,EA H5
11/20/2024,California,Sonoma,Turkey vulture,EA/AM H5N1
11/20/2024,California,Alameda,Canada goose,EA/AM H5N1
11/20/2024,Minnesota,Blue Earth,Mallard,EA H5N1
11/19/2024,Oregon,Clackamas,House sparrow,EA/AM H5N1
11/19/2024,Wyoming,Goshen,Hawk (unidentified),EA H5N1
11/19/2024,Wyoming,Albany,Canada goose,EA H5N1
11/19/2024,California,Sacramento,Canada goose,EA/AM H5N1
11/18/2024,California,Alameda,Canada goose,EA/AM H5N1
11/18/2024,Montana,Madison,Trumpeter swan,EA/AM H5N1
11/18/2024,California,San Diego,Turkey vulture,EA/AM H5N1
11/18/2024,California,San Diego,Turkey vulture,EA H5
11/17/2024,Illinois,Clinton,Northern pintail,EA/AM H5N1
11/17/2024,Minnesota,Mille Lacs,Mallard,EA H5 mixed
11/17/2024,Minnesota,Mille Lacs,Mallard,EA H5
11/17/2024,Minnesota,Mille Lacs,Mallard,EA/AM H5N1
11/17/2024,Minnesota,Mille Lacs,Mallard,EA/AM H5N1
11/17/2024,Washington,Whatcom,American wigeon,EA H5
11/17/2024,Washington,Whatcom,American wigeon,EA H5
11/17/2024,Wyoming,Fremont,Great horned owl,EA/AM H5N1
11/17/2024,Wyoming,Teton,Trumpeter swan,EA/AM H5N1
11/17/2024,Montana,Missoula,Swan (unidentified),EA H5
11/17/2024,Montana,Missoula,Great horned owl,EA H5N1
11/16/2024,Washington,Franklin,House sparrow,EA H5
11/16/2024,Washington,Franklin,European starling,EA H5
11/16/2024,Washington,Franklin,European starling,EA H5
11/16/2024,Washington,Franklin,House sparrow,EA H5
11/16/2024,Wisconsin,Vernon,American wigeon,EA H5N1
11/16/2024,Wisconsin,Vernon,Ring-necked duck,EA H5
11/16/2024,Louisiana,Ouachita,Blue-winged teal,EA/AM H5N1
11/16/2024,Louisiana,Ouachita,Ring-necked duck,EA/AM H5N1
11/16/2024,Louisiana,Ouachita,Ring-necked duck,EA/AM H5N1
11/16/2024,Louisiana,Ouachita,Green-winged teal,EA/AM H5N1
11/16/2024,Louisiana,Ouachita,Green-winged teal,EA H5
11/16/2024,Louisiana,Ouachita,Green-winged teal,EA H5
11/16/2024,Louisiana,Ouachita,Green-winged teal,EA H5
